b_TQ,b_LQ,state,Tstar,Mprime
3.88268156,0.00000000,1,5.8920377429e-01,-5.8290345008e-01
3.91061453,0.00000000,1,5.8767287470e-01,-5.8209663858e-01
3.93854749,0.00000000,1,5.8615477630e-01,-5.8129471450e-01
3.96648045,0.00000000,1,5.8464929217e-01,-5.8049764265e-01
3.99441341,0.00000000,1,5.8315623931e-01,-5.7970538784e-01
4.02234637,0.00000000,1,5.8167543858e-01,-5.7891791494e-01
4.05027933,0.00000000,1,5.8020671454e-01,-5.7813518885e-01
4.07821229,0.00000000,1,5.7874989538e-01,-5.7735717456e-01
4.10614525,0.00000000,1,5.7730481280e-01,-5.7658383712e-01
4.13407821,0.00000000,1,5.7587130195e-01,-5.7581514168e-01
4.16201117,0.00000000,1,5.7444920129e-01,-5.7505105351e-01
4.18994413,0.00000000,1,5.7303835254e-01,-5.7429153798e-01
4.21787709,0.00000000,1,5.7163860060e-01,-5.7353656059e-01
4.24581006,0.00000000,1,5.7024979341e-01,-5.7278608699e-01
4.27374302,0.00000000,1,5.6887178196e-01,-5.7204008294e-01
4.30167598,0.00000000,1,5.6750442011e-01,-5.7129851440e-01
4.32960894,0.00000000,1,5.6614756462e-01,-5.7056134745e-01
4.35754190,0.00000000,1,5.6480107497e-01,-5.6982854837e-01
4.38547486,0.00000000,1,5.6346481340e-01,-5.6910008359e-01
4.41340782,0.00000000,1,5.6213864475e-01,-5.6837591975e-01
4.44134078,0.00000000,1,5.6082243644e-01,-5.6765602364e-01
4.46927374,0.00000000,1,5.5951605840e-01,-5.6694036228e-01
4.49720670,0.00000000,1,5.5821938299e-01,-5.6622890285e-01
4.52513966,0.00000000,1,5.5693228498e-01,-5.6552161276e-01
4.55307263,0.00000000,1,5.5565464145e-01,-5.6481845962e-01
4.58100559,0.00000000,1,5.5438633174e-01,-5.6411941123e-01
4.60893855,0.00000000,1,5.5312723743e-01,-5.6342443563e-01
4.63687151,0.00000000,1,5.5187724225e-01,-5.6273350106e-01
4.66480447,0.00000000,1,5.5063623203e-01,-5.6204657597e-01
4.69273743,0.00000000,1,5.4940409467e-01,-5.6136362905e-01
4.72067039,0.00000000,1,5.4818072008e-01,-5.6068462920e-01
4.74860335,0.00000000,1,5.4696600013e-01,-5.6000954554e-01
4.77653631,0.00000000,1,5.4575982862e-01,-5.5933834744e-01
4.80446927,0.00000000,1,5.4456210121e-01,-5.5867100447e-01
4.83240223,0.00000000,1,5.4337271541e-01,-5.5800748644e-01
4.86033520,0.00000000,1,5.4219157048e-01,-5.5734776339e-01
4.88826816,0.00000000,1,5.4101856747e-01,-5.5669180560e-01
4.91620112,0.00000000,1,5.3985360912e-01,-5.5603958358e-01
4.94413408,0.00000000,1,5.3869659984e-01,-5.5539106804e-01
4.97206704,0.00000000,1,5.3754744567e-01,-5.5474622997e-01
5.00000000,0.00000000,1,5.3640605424e-01,-5.5410504056e-01
0.00000000,0.11173184,1,1.5631831594e+00,-3.5366665104e-01
0.02793296,0.11173184,1,1.4937989923e+00,-4.2709741422e-01
