b_TQ,b_LQ,state,Tstar,Mprime
0.22346369,4.46927374,1,1.0202980557e+00,-9.0679506186e-01
0.25139665,4.46927374,1,1.0080174388e+00,-9.0694838652e-01
0.27932961,4.46927374,1,9.9637458310e-01,-9.0660288758e-01
0.30726257,4.46927374,1,9.8530690170e-01,-9.0584471340e-01
0.33519553,4.46927374,1,9.7476071633e-01,-9.0474361538e-01
0.36312849,4.46927374,1,9.6468962548e-01,-9.0335656744e-01
0.39106145,4.46927374,1,9.5505323265e-01,-9.0173047308e-01
0.41899441,4.46927374,1,9.4581614283e-01,-8.9990421757e-01
0.44692737,4.46927374,1,9.3694716176e-01,-8.9791024261e-01
0.47486034,4.46927374,1,9.2841865034e-01,-8.9577576827e-01
0.50279330,4.46927374,1,9.2020599936e-01,-8.9352375052e-01
0.53072626,4.46927374,1,9.1228719845e-01,-8.9117363881e-01
0.55865922,4.46927374,1,9.0464247952e-01,-8.8874198036e-01
0.58659218,4.46927374,1,8.9725401974e-01,-8.8624290610e-01
0.61452514,4.46927374,1,8.9010569244e-01,-8.8368852417e-01
0.64245810,4.46927374,1,8.8318285685e-01,-8.8108924080e-01
0.67039106,4.46927374,1,8.7647217967e-01,-8.7845402354e-01
0.69832402,4.46927374,1,8.6996148281e-01,-8.7579061850e-01
0.72625698,4.46927374,1,8.6363961274e-01,-8.7310573058e-01
0.75418994,4.46927374,1,8.5749632797e-01,-8.7040517379e-01
0.78212291,4.46927374,1,8.5152220160e-01,-8.6769399715e-01
0.81005587,4.46927374,1,8.4570853664e-01,-8.6497659071e-01
0.83798883,4.46927374,1,8.4004729209e-01,-8.6225677514e-01
0.86592179,4.46927374,1,8.3453101823e-01,-8.5953787771e-01
0.89385475,4.46927374,1,8.2915279971e-01,-8.5682279706e-01
0.92178771,4.46927374,1,8.2390620532e-01,-8.5411405851e-01
0.94972067,4.46927374,1,8.1878524369e-01,-8.5141386150e-01
0.97765363,4.46927374,1,8.1378432378e-01,-8.4872412041e-01
1.00558659,4.46927374,1,8.0889821989e-01,-8.4604649977e-01
1.03351955,4.46927374,1,8.0412204031e-01,-8.4338244470e-01
1.06145251,4.46927374,1,7.9945119938e-01,-8.4073320738e-01
1.08938547,4.46927374,1,7.9488139234e-01,-8.3809986998e-01
1.11731844,4.46927374,1,7.9040857274e-01,-8.3548336472e-01
1.14525140,4.46927374,1,7.8602893216e-01,-8.3288449136e-01
1.17318436,4.46927374,1,7.8173888174e-01,-8.3030393255e-01
1.20111732,4.46927374,1,7.7753503566e-01,-8.2774226723e-01
1.22905028,4.46927374,1,7.7341419597e-01,-8.2519998250e-01
1.25698324,4.46927374,1,7.6937333894e-01,-8.2267748398e-01
1.28491620,4.46927374,1,7.6540960261e-01,-8.2017510505e-01
1.31284916,4.46927374,1,7.6152027536e-01,-8.1769311491e-01
1.34078212,4.46927374,1,7.5770278560e-01,-8.1523172580e-01
1.36871508,4.46927374,1,7.5395469220e-01,-8.1279109932e-01
1.39664804,4.46927374,1,7.5027367584e-01,-8.1037135216e-01
1.42458101,4.46927374,1,7.4665753102e-01,-8.0797256104e-01
1.45251397,4.46927374,1,7.4310415865e-01,-8.0559476721e-01
1.48044693,4.46927374,1,7.3961155940e-01,-8.0323798045e-01
1.50837989,4.46927374,1,7.3617782737e-01,-8.0090218260e-01
1.53631285,4.46927374,1,7.3280114441e-01,-7.9858733071e-01
1.56424581,4.46927374,1,7.2947977479e-01,-7.9629335993e-01
1.59217877,4.46927374,1,7.2621206025e-01,-7.9402018598e-01
1.62011173,4.46927374,1,7.2299641550e-01,-7.9176770746e-01
1.64804469,4.46927374,1,7.1983132399e-01,-7.8953580787e-01
1.67597765,4.46927374,1,7.1671533394e-01,-7.8732435742e-01
1.70391061,4.46927374,1,7.1364705476e-01,-7.8513321469e-01
1.73184358,4.46927374,1,7.1062515361e-01,-7.8296222805e-01
1.75977654,4.46927374,1,7.0764835227e-01,-7.8081123702e-01
1.78770950,4.46927374,1,7.0471542418e-01,-7.7868007345e-01
1.81564246,4.46927374,1,7.0182519170e-01,-7.7656856254e-01
1.84357542,4.46927374,1,6.9897652355e-01,-7.7447652385e-01
1.87150838,4.46927374,1,6.9616833237e-01,-7.7240377210e-01
1.89944134,4.46927374,1,6.9339957253e-01,-7.7035011800e-01
1.92737430,4.46927374,1,6.9066923797e-01,-7.6831536891e-01
1.95530726,4.46927374,1,6.8797636026e-01,-7.6629932945e-01
1.98324022,4.46927374,1,6.8532000674e-01,-7.6430180210e-01
2.01117318,4.46927374,1,6.8269927877e-01,-7.6232258766e-01
2.03910615,4.46927374,1,6.8011331011e-01,-7.6036148573e-01
2.06703911,4.46927374,1,6.7756126538e-01,-7.5841829512e-01
2.09497207,4.46927374,1,6.7504233859e-01,-7.5649281418e-01
2.12290503,4.46927374,1,6.7255575182e-01,-7.5458484117e-01
2.15083799,4.46927374,1,6.7010075388e-01,-7.5269417449e-01
2.17877095,4.46927374,1,6.6767661915e-01,-7.5082061303e-01
2.20670391,4.46927374,1,6.6528264641e-01,-7.4896395630e-01
2.23463687,4.46927374,1,6.6291815775e-01,-7.4712400473e-01
2.26256983,4.46927374,1,6.6058249759e-01,-7.4530055978e-01
2.29050279,4.46927374,1,6.5827503163e-01,-7.4349342417e-01
2.31843575,4.46927374,1,6.5599514605e-01,-7.4170240197e-01
2.34636872,4.46927374,1,6.5374224655e-01,-7.3992729875e-01
2.37430168,4.46927374,1,6.5151575757e-01,-7.3816792172e-01
2.40223464,4.46927374,1,6.4931512150e-01,-7.3642407976e-01
2.43016760,4.46927374,1,6.4713979797e-01,-7.3469558359e-01
2.45810056,4.46927374,1,6.4498926309e-01,-7.3298224579e-01
2.48603352,4.46927374,1,6.4286300886e-01,-7.3128388085e-01
2.51396648,4.46927374,1,6.4076054248e-01,-7.2960030531e-01
2.54189944,4.46927374,1,6.3868138577e-01,-7.2793133769e-01
2.56983240,4.46927374,1,6.3662507462e-01,-7.2627679863e-01
2.59776536,4.46927374,1,6.3459115839e-01,-7.2463651086e-01
2.62569832,4.46927374,1,6.3257919946e-01,-7.2301029926e-01
2.65363128,4.46927374,1,6.3058877269e-01,-7.2139799085e-01
2.68156425,4.46927374,1,6.2861946496e-01,-7.1979941483e-01
2.70949721,4.46927374,1,6.2667087473e-01,-7.1821440258e-01
2.73743017,4.46927374,1,6.2474261162e-01,-7.1664278766e-01
2.76536313,4.46927374,1,6.2283429598e-01,-7.1508440584e-01
2.79329609,4.46927374,1,6.2094555851e-01,-7.1353909504e-01
2.82122905,4.46927374,1,6.1907603990e-01,-7.1200669540e-01
2.84916201,4.46927374,1,6.1722539046e-01,-7.1048704920e-01
2.87709497,4.46927374,1,6.1539326979e-01,-7.0898000093e-01
2.90502793,4.46927374,1,6.1357934645e-01,-7.0748539718e-01
2.93296089,4.46927374,1,6.1178329765e-01,-7.0600308674e-01
2.96089385,4.46927374,1,6.1000480893e-01,-7.0453292047e-01
2.98882682,4.46927374,1,6.0824357395e-01,-7.0307475137e-01
3.01675978,4.46927374,1,6.0649929411e-01,-7.0162843452e-01
3.04469274,4.46927374,1,6.0477167839e-01,-7.0019382708e-01
3.07262570,4.46927374,1,6.0306044302e-01,-6.9877078823e-01
3.10055866,4.46927374,1,6.0136531129e-01,-6.9735917922e-01
3.12849162,4.46927374,1,5.9968601330e-01,-6.9595886327e-01
3.15642458,4.46927374,1,5.9802228576e-01,-6.9456970560e-01
3.18435754,4.46927374,1,5.9637387172e-01,-6.9319157338e-01
3.21229050,4.46927374,1,5.9474052045e-01,-6.9182433571e-01
3.24022346,4.46927374,1,5.9312198717e-01,-6.9046786362e-01
3.26815642,4.46927374,1,5.9151803292e-01,-6.8912202999e-01
3.29608939,4.46927374,1,5.8992842434e-01,-6.8778670960e-01
3.32402235,4.46927374,1,5.8835293351e-01,-6.8646177903e-01
3.35195531,4.46927374,1,5.8679133777e-01,-6.8514711670e-01
3.37988827,4.46927374,1,5.8524341960e-01,-6.8384260277e-01
3.40782123,4.46927374,1,5.8370896642e-01,-6.8254811920e-01
3.43575419,4.46927374,1,5.8218777045e-01,-6.8126354966e-01
3.46368715,4.46927374,1,5.8067962860e-01,-6.7998877954e-01
3.49162011,4.46927374,1,5.7918434229e-01,-6.7872369588e-01
3.51955307,4.46927374,1,5.7770171734e-01,-6.7746818741e-01
3.54748603,4.46927374,1,5.7623156384e-01,-6.7622214447e-01
3.57541899,4.46927374,1,5.7477369602e-01,-6.7498545901e-01
3.60335196,4.46927374,1,5.7332793212e-01,-6.7375802457e-01
3.63128492,4.46927374,1,5.7189409432e-01,-6.7253973623e-01
3.65921788,4.46927374,1,5.7047200858e-01,-6.7133049061e-01
3.68715084,4.46927374,1,5.6906150455e-01,-6.7013018583e-01
3.71508380,4.46927374,1,5.6766241548e-01,-6.6893872149e-01
3.74301676,4.46927374,1,5.6627457810e-01,-6.6775599866e-01
3.77094972,4.46927374,1,5.6489783254e-01,-6.6658191984e-01
3.79888268,4.46927374,1,5.6353202223e-01,-6.6541638894e-01
3.82681564,4.46927374,1,5.6217699381e-01,-6.6425931126e-01
3.85474860,4.46927374,1,5.6083259703e-01,-6.6311059347e-01
3.88268156,4.46927374,1,5.5949868471e-01,-6.6197014358e-01
3.91061453,4.46927374,1,5.5817511261e-01,-6.6083787092e-01
3.93854749,4.46927374,1,5.5686173937e-01,-6.5971368613e-01
3.96648045,4.46927374,1,5.5555842644e-01,-6.5859750112e-01
3.99441341,4.46927374,1,5.5426503802e-01,-6.5748922907e-01
4.02234637,4.46927374,1,5.5298144094e-01,-6.5638878438e-01
4.05027933,4.46927374,1,5.5170750463e-01,-6.5529608268e-01
4.07821229,4.46927374,1,5.5044310108e-01,-6.5421104079e-01
4.10614525,4.46927374,1,5.4918810469e-01,-6.5313357671e-01
4.13407821,4.46927374,1,5.4794239231e-01,-6.5206360960e-01
4.16201117,4.46927374,1,5.4670584309e-01,-6.5100105976e-01
4.18994413,4.46927374,1,5.4547833848e-01,-6.4994584860e-01
4.21787709,4.46927374,1,5.4425976215e-01,-6.4889789864e-01
4.24581006,4.46927374,1,5.4304999994e-01,-6.4785713348e-01
4.27374302,4.46927374,1,5.4184893982e-01,-6.4682347778e-01
4.30167598,4.46927374,1,5.4065647181e-01,-6.4579685726e-01
4.32960894,4.46927374,1,5.3947248793e-01,-6.4477719865e-01
4.35754190,4.46927374,1,5.3829688220e-01,-6.4376442971e-01
4.38547486,4.46927374,1,5.3712955054e-01,-6.4275847920e-01
4.41340782,4.46927374,1,5.3597039075e-01,-6.4175927684e-01
4.44134078,4.46927374,1,5.3481930244e-01,-6.4076675332e-01
4.46927374,4.46927374,1,5.3367618704e-01,-6.3978084030e-01
4.49720670,4.46927374,1,5.3254094769e-01,-6.3880147033e-01
4.52513966,4.46927374,1,5.3141348926e-01,-6.3782857692e-01
4.55307263,4.46927374,1,5.3029371827e-01,-6.3686209446e-01
4.58100559,4.46927374,1,5.2918154287e-01,-6.3590195822e-01
4.60893855,4.46927374,1,5.2807687280e-01,-6.3494810435e-01
4.63687151,4.46927374,1,5.2697961935e-01,-6.3400046987e-01
4.66480447,4.46927374,1,5.2588969533e-01,-6.3305899263e-01
4.69273743,4.46927374,1,5.2480701504e-01,-6.3212361132e-01
4.72067039,4.46927374,1,5.2373149421e-01,-6.3119426543e-01
4.74860335,4.46927374,1,5.2266305002e-01,-6.3027089527e-01
4.77653631,4.46927374,1,5.2160160100e-01,-6.2935344193e-01
4.80446927,4.46927374,1,5.2054706706e-01,-6.2844184729e-01
4.83240223,4.46927374,1,5.1949936943e-01,-6.2753605399e-01
4.86033520,4.46927374,1,5.1845843065e-01,-6.2663600542e-01
4.88826816,4.46927374,1,5.1742417451e-01,-6.2574164570e-01
4.91620112,4.46927374,1,5.1639652605e-01,-6.2485291971e-01
4.94413408,4.46927374,1,5.1537541153e-01,-6.2396977301e-01
4.97206704,4.46927374,1,5.1436075839e-01,-6.2309215189e-01
5.00000000,4.46927374,1,5.1335249525e-01,-6.2222000334e-01
0.00000000,4.58100559,1,1.1482054936e+00,-8.7346182113e-01
0.02793296,4.58100559,1,1.1267222316e+00,-8.8526431985e-01
0.05586592,4.58100559,1,1.1071488594e+00,-8.9402030367e-01
0.08379888,4.58100559,1,1.0891662691e+00,-9.0047422578e-01
0.11173184,4.58100559,1,1.0725308595e+00,-9.0515341106e-01
0.13966480,4.58100559,1,1.0570521381e+00,-9.0844183679e-01
0.16759777,4.58100559,1,1.0425781272e+00,-9.1062559942e-01
0.19553073,4.58100559,1,1.0289855049e+00,-9.1192204634e-01
0.22346369,4.58100559,1,1.0161727374e+00,-9.1249906366e-01
0.25139665,4.58100559,1,1.0040551704e+00,-9.1248820914e-01
0.27932961,4.58100559,1,9.9256144014e-01,-9.1199387350e-01
0.30726257,4.58100559,1,9.8163079822e-01,-9.1109980778e-01
0.33519553,4.58100559,1,9.7121108243e-01,-9.0987386140e-01
0.36312849,4.58100559,1,9.6125715427e-01,-9.0837147898e-01
0.39106145,4.58100559,1,9.5172967905e-01,-9.0663831932e-01
0.41899441,4.58100559,1,9.4259416185e-01,-9.0471224346e-01
0.44692737,4.58100559,1,9.3382017710e-01,-9.0262484179e-01
0.47486034,4.58100559,1,9.2538074672e-01,-9.0040262020e-01
0.50279330,4.58100559,1,9.1725183345e-01,-8.9806793054e-01
0.53072626,4.58100559,1,9.0941192471e-01,-8.9563970720e-01
0.55865922,4.58100559,1,9.0184168792e-01,-8.9313405514e-01
0.58659218,4.58100559,1,8.9452368314e-01,-8.9056472301e-01
0.61452514,4.58100559,1,8.8744212189e-01,-8.8794348651e-01
0.64245810,4.58100559,1,8.8058266338e-01,-8.8528046108e-01
0.67039106,4.58100559,1,8.7393224144e-01,-8.8258435859e-01
0.69832402,4.58100559,1,8.6747891672e-01,-8.7986269923e-01
0.72625698,4.58100559,1,8.6121174986e-01,-8.7712198734e-01
0.75418994,4.58100559,1,8.5512069204e-01,-8.7436785811e-01
0.78212291,4.58100559,1,8.4919649029e-01,-8.7160520051e-01
0.81005587,4.58100559,1,8.4343060504e-01,-8.6883826078e-01
0.83798883,4.58100559,1,8.3781513820e-01,-8.6607072989e-01
0.86592179,4.58100559,1,8.3234277008e-01,-8.6330581779e-01
0.89385475,4.58100559,1,8.2700670396e-01,-8.6054631663e-01
0.92178771,4.58100559,1,8.2180061712e-01,-8.5779465478e-01
0.94972067,4.58100559,1,8.1671861756e-01,-8.5505294321e-01
0.97765363,4.58100559,1,8.1175520554e-01,-8.5232301532e-01
1.00558659,4.58100559,1,8.0690523933e-01,-8.4960646131e-01
1.03351955,4.58100559,1,8.0216390466e-01,-8.4690465800e-01
1.06145251,4.58100559,1,7.9752668737e-01,-8.4421879454e-01
1.08938547,4.58100559,1,7.9298934885e-01,-8.4154989494e-01
1.11731844,4.58100559,1,7.8854790399e-01,-8.3889883756e-01
1.14525140,4.58100559,1,7.8419860125e-01,-8.3626637222e-01
1.17318436,4.58100559,1,7.7993790468e-01,-8.3365313516e-01
1.20111732,4.58100559,1,7.7576247769e-01,-8.3105966215e-01
1.22905028,4.58100559,1,7.7166916825e-01,-8.2848640001e-01
1.25698324,4.58100559,1,7.6765499550e-01,-8.2593371681e-01
1.28491620,4.58100559,1,7.6371713751e-01,-8.2340191075e-01
1.31284916,4.58100559,1,7.5985292019e-01,-8.2089121812e-01
1.34078212,4.58100559,1,7.5605980705e-01,-8.1840182029e-01
1.36871508,4.58100559,1,7.5233538994e-01,-8.1593384991e-01
1.39664804,4.58100559,1,7.4867738048e-01,-8.1348739638e-01
1.42458101,4.58100559,1,7.4508360225e-01,-8.1106251078e-01
1.45251397,4.58100559,1,7.4155198359e-01,-8.0865921019e-01
1.48044693,4.58100559,1,7.3808055094e-01,-8.0627748157e-01
1.50837989,4.58100559,1,7.3466742273e-01,-8.0391728522e-01
1.53631285,4.58100559,1,7.3131080380e-01,-8.0157855784e-01
1.56424581,4.58100559,1,7.2800898008e-01,-7.9926121526e-01
1.59217877,4.58100559,1,7.2476031386e-01,-7.9696515497e-01
1.62011173,4.58100559,1,7.2156323925e-01,-7.9469025823e-01
1.64804469,4.58100559,1,7.1841625809e-01,-7.9243639212e-01
1.67597765,4.58100559,1,7.1531793604e-01,-7.9020341122e-01
1.70391061,4.58100559,1,7.1226689904e-01,-7.8799115926e-01
1.73184358,4.58100559,1,7.0926182996e-01,-7.8579947050e-01
1.75977654,4.58100559,1,7.0630146550e-01,-7.8362817101e-01
1.78770950,4.58100559,1,7.0338459328e-01,-7.8147707981e-01
1.81564246,4.58100559,1,7.0051004916e-01,-7.7934600989e-01
1.84357542,4.58100559,1,6.9767671469e-01,-7.7723476913e-01
1.87150838,4.58100559,1,6.9488351477e-01,-7.7514316114e-01
1.89944134,4.58100559,1,6.9212941543e-01,-7.7307098597e-01
1.92737430,4.58100559,1,6.8941342175e-01,-7.7101804079e-01
1.95530726,4.58100559,1,6.8673457591e-01,-7.6898412049e-01
1.98324022,4.58100559,1,6.8409195541e-01,-7.6696901823e-01
2.01117318,4.58100559,1,6.8148467130e-01,-7.6497252588e-01
2.03910615,4.58100559,1,6.7891186661e-01,-7.6299443448e-01
2.06703911,4.58100559,1,6.7637271482e-01,-7.6103453462e-01
2.09497207,4.58100559,1,6.7386641845e-01,-7.5909261678e-01
2.12290503,4.58100559,1,6.7139220769e-01,-7.5716847164e-01
2.15083799,4.58100559,1,6.6894933916e-01,-7.5526189036e-01
2.17877095,4.58100559,1,6.6653709468e-01,-7.5337266483e-01
2.20670391,4.58100559,1,6.6415478021e-01,-7.5150058786e-01
2.23463687,4.58100559,1,6.6180172472e-01,-7.4964545340e-01
2.26256983,4.58100559,1,6.5947727919e-01,-7.4780705673e-01
2.29050279,4.58100559,1,6.5718081569e-01,-7.4598519455e-01
2.31843575,4.58100559,1,6.5491172648e-01,-7.4417966517e-01
2.34636872,4.58100559,1,6.5266942309e-01,-7.4239026863e-01
2.37430168,4.58100559,1,6.5045333561e-01,-7.4061680676e-01
2.40223464,4.58100559,1,6.4826291184e-01,-7.3885908329e-01
2.43016760,4.58100559,1,6.4609761660e-01,-7.3711690395e-01
2.45810056,4.58100559,1,6.4395693105e-01,-7.3539007649e-01
2.48603352,4.58100559,1,6.4184035199e-01,-7.3367841079e-01
2.51396648,4.58100559,1,6.3974739130e-01,-7.3198171887e-01
2.54189944,4.58100559,1,6.3767757528e-01,-7.3029981494e-01
2.56983240,4.58100559,1,6.3563044413e-01,-7.2863251544e-01
2.59776536,4.58100559,1,6.3360555141e-01,-7.2697963904e-01
2.62569832,4.58100559,1,6.3160246351e-01,-7.2534100670e-01
2.65363128,4.58100559,1,6.2962075918e-01,-7.2371644166e-01
2.68156425,4.58100559,1,6.2766002906e-01,-7.2210576943e-01
2.70949721,4.58100559,1,6.2571987524e-01,-7.2050881785e-01
2.73743017,4.58100559,1,6.2379991083e-01,-7.1892541702e-01
2.76536313,4.58100559,1,6.2189975957e-01,-7.1735539938e-01
2.79329609,4.58100559,1,6.2001905545e-01,-7.1579859962e-01
2.82122905,4.58100559,1,6.1815744231e-01,-7.1425485473e-01
2.84916201,4.58100559,1,6.1631457354e-01,-7.1272400397e-01
2.87709497,4.58100559,1,6.1449011168e-01,-7.1120588886e-01
2.90502793,4.58100559,1,6.1268372818e-01,-7.0970035315e-01
2.93296089,4.58100559,1,6.1089510301e-01,-7.0820724283e-01
2.96089385,4.58100559,1,6.0912392443e-01,-7.0672640608e-01
2.98882682,4.58100559,1,6.0736988867e-01,-7.0525769328e-01
3.01675978,4.58100559,1,6.0563269970e-01,-7.0380095696e-01
3.04469274,4.58100559,1,6.0391206891e-01,-7.0235605180e-01
3.07262570,4.58100559,1,6.0220771492e-01,-7.0092283461e-01
3.10055866,4.58100559,1,6.0051936333e-01,-6.9950116427e-01
3.12849162,4.58100559,1,5.9884674647e-01,-6.9809090175e-01
3.15642458,4.58100559,1,5.9718960320e-01,-6.9669191005e-01
3.18435754,4.58100559,1,5.9554767870e-01,-6.9530405420e-01
3.21229050,4.58100559,1,5.9392072427e-01,-6.9392720122e-01
3.24022346,4.58100559,1,5.9230849712e-01,-6.9256122009e-01
3.26815642,4.58100559,1,5.9071076021e-01,-6.9120598173e-01
3.29608939,4.58100559,1,5.8912728204e-01,-6.8986135897e-01
3.32402235,4.58100559,1,5.8755783652e-01,-6.8852722654e-01
3.35195531,4.58100559,1,5.8600220276e-01,-6.8720346100e-01
3.37988827,4.58100559,1,5.8446016495e-01,-6.8588994076e-01
3.40782123,4.58100559,1,5.8293151219e-01,-6.8458654603e-01
3.43575419,4.58100559,1,5.8141603832e-01,-6.8329315879e-01
3.46368715,4.58100559,1,5.7991354182e-01,-6.8200966277e-01
3.49162011,4.58100559,1,5.7842382565e-01,-6.8073594343e-01
3.51955307,4.58100559,1,5.7694669713e-01,-6.7947188791e-01
3.54748603,4.58100559,1,5.7548196781e-01,-6.7821738504e-01
3.57541899,4.58100559,1,5.7402945332e-01,-6.7697232527e-01
3.60335196,4.58100559,1,5.7258897331e-01,-6.7573660067e-01
3.63128492,4.58100559,1,5.7116035127e-01,-6.7451010492e-01
3.65921788,4.58100559,1,5.6974341449e-01,-6.7329273323e-01
3.68715084,4.58100559,1,5.6833799389e-01,-6.7208438239e-01
3.71508380,4.58100559,1,5.6694392395e-01,-6.7088495068e-01
3.74301676,4.58100559,1,5.6556104263e-01,-6.6969433787e-01
3.77094972,4.58100559,1,5.6418919123e-01,-6.6851244519e-01
3.79888268,4.58100559,1,5.6282821433e-01,-6.6733917533e-01
3.82681564,4.58100559,1,5.6147795968e-01,-6.6617443239e-01
3.85474860,4.58100559,1,5.6013827816e-01,-6.6501812186e-01
3.88268156,4.58100559,1,5.5880902362e-01,-6.6387015060e-01
3.91061453,4.58100559,1,5.5749005287e-01,-6.6273042682e-01
3.93854749,4.58100559,1,5.5618122558e-01,-6.6159886005e-01
3.96648045,4.58100559,1,5.5488240419e-01,-6.6047536114e-01
3.99441341,4.58100559,1,5.5359345384e-01,-6.5935984221e-01
4.02234637,4.58100559,1,5.5231424234e-01,-6.5825221664e-01
4.05027933,4.58100559,1,5.5104464002e-01,-6.5715239905e-01
4.07821229,4.58100559,1,5.4978451977e-01,-6.5606030528e-01
4.10614525,4.58100559,1,5.4853375688e-01,-6.5497585236e-01
4.13407821,4.58100559,1,5.4729222905e-01,-6.5389895852e-01
4.16201117,4.58100559,1,5.4605981627e-01,-6.5282954313e-01
4.18994413,4.58100559,1,5.4483640082e-01,-6.5176752670e-01
4.21787709,4.58100559,1,5.4362186716e-01,-6.5071283086e-01
4.24581006,4.58100559,1,5.4241610193e-01,-6.4966537836e-01
4.27374302,4.58100559,1,5.4121899383e-01,-6.4862509299e-01
4.30167598,4.58100559,1,5.4003043365e-01,-6.4759189966e-01
4.32960894,4.58100559,1,5.3885031416e-01,-6.4656572429e-01
4.35754190,4.58100559,1,5.3767853006e-01,-6.4554649383e-01
4.38547486,4.58100559,1,5.3651497799e-01,-6.4453413625e-01
4.41340782,4.58100559,1,5.3535955642e-01,-6.4352858053e-01
4.44134078,4.58100559,1,5.3421216565e-01,-6.4252975660e-01
4.46927374,4.58100559,1,5.3307270775e-01,-6.4153759537e-01
4.49720670,4.58100559,1,5.3194108650e-01,-6.4055202870e-01
4.52513966,4.58100559,1,5.3081720741e-01,-6.3957298936e-01
4.55307263,4.58100559,1,5.2970097759e-01,-6.3860041107e-01
4.58100559,4.58100559,1,5.2859230582e-01,-6.3763422842e-01
4.60893855,4.58100559,1,5.2749110240e-01,-6.3667437689e-01
4.63687151,4.58100559,1,5.2639727922e-01,-6.3572079284e-01
4.66480447,4.58100559,1,5.2531074964e-01,-6.3477341349e-01
4.69273743,4.58100559,1,5.2423142851e-01,-6.3383217688e-01
4.72067039,4.58100559,1,5.2315923211e-01,-6.3289702191e-01
4.74860335,4.58100559,1,5.2209407814e-01,-6.3196788827e-01
4.77653631,4.58100559,1,5.2103588565e-01,-6.3104471647e-01
4.80446927,4.58100559,1,5.1998457507e-01,-6.3012744779e-01
4.83240223,4.58100559,1,5.1894006812e-01,-6.2921602429e-01
4.86033520,4.58100559,1,5.1790228782e-01,-6.2831038882e-01
4.88826816,4.58100559,1,5.1687115845e-01,-6.2741048494e-01
4.91620112,4.58100559,1,5.1584660552e-01,-6.2651625698e-01
4.94413408,4.58100559,1,5.1482855574e-01,-6.2562764998e-01
4.97206704,4.58100559,1,5.1381693701e-01,-6.2474460970e-01
5.00000000,4.58100559,1,5.1281167838e-01,-6.2386708261e-01
0.00000000,4.69273743,1,1.1419327366e+00,-8.8159821363e-01
0.02793296,4.69273743,1,1.1208750475e+00,-8.9285867250e-01
0.05586592,4.69273743,1,1.1016632976e+00,-9.0117936229e-01
0.08379888,4.69273743,1,1.0839928769e+00,-9.0727439307e-01
0.11173184,4.69273743,1,1.0676304497e+00,-9.1165122789e-01
0.13966480,4.69273743,1,1.0523930268e+00,-9.1468033293e-01
0.16759777,4.69273743,1,1.0381342616e+00,-9.1663831125e-01
0.19553073,4.69273743,1,1.0247351525e+00,-9.1773565273e-01
0.22346369,4.69273743,1,1.0120975447e+00,-9.1813516998e-01
0.25139665,4.69273743,1,1.0001394698e+00,-9.1796458767e-01
0.27932961,4.69273743,1,9.8879172988e-01,-9.1732534655e-01
0.30726257,4.69273743,1,9.7799534555e-01,-9.1629888958e-01
0.33519553,4.69273743,1,9.6769961549e-01,-9.1495123361e-01
0.36312849,4.69273743,1,9.5786061983e-01,-9.1333634869e-01
0.39106145,4.69273743,1,9.4844004970e-01,-9.1149869287e-01
0.41899441,4.69273743,1,9.3940428067e-01,-9.0947513856e-01
0.44692737,4.69273743,1,9.3072363139e-01,-9.0729645410e-01
0.47486034,4.69273743,1,9.2237176432e-01,-9.0498845552e-01
0.50279330,4.69273743,1,9.1432519698e-01,-9.0257291090e-01
0.53072626,4.69273743,1,9.0656289994e-01,-9.0006825677e-01
0.55865922,4.69273743,1,8.9906596369e-01,-8.9749017052e-01
0.58659218,4.69273743,1,8.9181732055e-01,-8.9485203109e-01
0.61452514,4.69273743,1,8.8480151100e-01,-8.9216529258e-01
0.64245810,4.69273743,1,8.7800448624e-01,-8.8943978909e-01
0.67039106,4.69273743,1,8.7141344028e-01,-8.8668398508e-01
0.69832402,4.69273743,1,8.6501666643e-01,-8.8390518202e-01
0.72625698,4.69273743,1,8.5880343412e-01,-8.8110969009e-01
0.75418994,4.69273743,1,8.5276388250e-01,-8.7830297131e-01
0.78212291,4.69273743,1,8.4688892834e-01,-8.7548975964e-01
0.81005587,4.69273743,1,8.4117018580e-01,-8.7267416197e-01
0.83798883,4.69273743,1,8.3559989637e-01,-8.6985974362e-01
0.86592179,4.69273743,1,8.3017086744e-01,-8.6704960080e-01
0.89385475,4.69273743,1,8.2487641826e-01,-8.6424642243e-01
0.92178771,4.69273743,1,8.1971033220e-01,-8.6145254291e-01
0.94972067,4.69273743,1,8.1466681449e-01,-8.5866998736e-01
0.97765363,4.69273743,1,8.0974045473e-01,-8.5590051063e-01
1.00558659,4.69273743,1,8.0492619342e-01,-8.5314563084e-01
1.03351955,4.69273743,1,8.0021929211e-01,-8.5040665845e-01
1.06145251,4.69273743,1,7.9561530669e-01,-8.4768472149e-01
1.08938547,4.69273743,1,7.9111006339e-01,-8.4498078746e-01
1.11731844,4.69273743,1,7.8669963717e-01,-8.4229568242e-01
1.14525140,4.69273743,1,7.8238033228e-01,-8.3963010766e-01
1.17318436,4.69273743,1,7.7814866468e-01,-8.3698465435e-01
1.20111732,4.69273743,1,7.7400134608e-01,-8.3435981627e-01
1.22905028,4.69273743,1,7.6993526948e-01,-8.3175600113e-01
1.25698324,4.69273743,1,7.6594749609e-01,-8.2917354042e-01
1.28491620,4.69273743,1,7.6203524331e-01,-8.2661269818e-01
